"187",6.56303972366148,"2016-06-21","000961",15.2898630148413
"740",4.25925925925927,"2016-06-21","600313",15.2898630148413
"257",7.4810606060606,"2016-06-21","002121",14.8078995332564
"537",11.3239676458067,"2016-06-21","300438",14.8078995332564
"544",8.50000000000001,"2016-06-21","300448",13.9837810712296
"1211",1.85185185185185,"2016-06-21","601199",13.5398361193513
"1280",6.14525139664805,"2016-06-21","600305",12.8325302492037
"913",4.08426483233018,"2016-06-21","600663",12.1135119712466
"1",0.813953488372096,"2016-06-21","000001",11.9527401827697
"117",10.1326899879373,"2016-06-21","000758",11.7406870324033
"308",9.36170212765956,"2016-06-21","002263",11.7406870324033
"445",4.96483243690525,"2016-06-21","002756",11.7406870324033
"543",8.22201750345463,"2016-06-21","300447",11.7406870324033
"1159",11.1267605633803,"2016-06-21","603012",11.7406870324033
"519",8.24108241082412,"2016-06-21","300397",11.7096722557611
"1022",9.28874734607219,"2016-06-21","600884",11.7096722557611
"229",2.00421940928269,"2016-06-21","002051",11.6957641774749
"355",6.35555555555555,"2016-06-21","002405",11.659238196455
"1185",4.04699738903394,"2016-06-21","603568",11.659238196455
"842",5.41125541125541,"2016-06-21","600525",11.6020073611685
"934",3.95299145299146,"2016-06-21","600704",11.6020073611685
"867",1.86915887850467,"2016-06-21","600572",11.5569584469452
"718",2.17002808271637,"2016-06-21","600276",11.5159915869403
"29",3.09988518943744,"2016-06-21","000090",11.4319567737071
"992",1.90058479532164,"2016-06-21","600823",11.4213737652696
"541",11.4153627311522,"2016-06-21","300444",11.3534106040949
"1267",6.91864189622037,"2016-06-21","601313",11.3011530557591
"497",6.94358338499691,"2016-06-21","300228",11.2775579957465
"298",4.31705590941261,"2016-06-21","002238",11.2601971989674
"436",7.20807304180682,"2016-06-21","002738",11.2553984809696
"271",4.46402349486051,"2016-06-21","002151",11.2139831867842
"285",6.31147540983606,"2016-06-21","002185",11.2138006958899
"856",7.55703422053232,"2016-06-21","600552",11.1574565928972
"1263",8.36619235384878,"2016-06-21","603600",11.1516511151366
"514",6.76609676245907,"2016-06-21","300378",11.143166648097
"763",6.25543006081669,"2016-06-21","600360",11.1418586423161
"1215",6.40425531914895,"2016-06-21","601799",11.140805211832
"809",8.52909288037586,"2016-06-21","600459",11.0352986537856
"518",5.51647537948909,"2016-06-21","300395",11.0275523025108
"193",7.26770929162834,"2016-06-21","000973",11.0241117020729
"549",10.9431818181818,"2016-06-21","300468",11.0118859464614
"275",4.71556886227545,"2016-06-21","002155",10.98961372578
"683",2.82131661442006,"2016-06-21","600215",10.9636197126303
"547",5.62629043358569,"2016-06-21","300458",10.9586530054399
"1164",7.47247598969313,"2016-06-21","603026",10.9426390330905
"634",7.09169054441261,"2016-06-21","600122",10.8994410791315
"237",4.7314123087869,"2016-06-21","002070",10.8948176743761
"169",4.50121654501216,"2016-06-21","000911",10.8762822362166
"1195",11.5458937198067,"2016-06-21","603799",10.8722503389308
"283",14.5777299623454,"2016-06-21","002182",10.8436137922549
"353",8.15217391304348,"2016-06-21","002402",10.8293868975862
"820",6.53514180024661,"2016-06-21","600490",10.8279878894778
"396",10.8424908424908,"2016-06-21","002533",10.8276586561143
"681",6.79611650485437,"2016-06-21","600210",10.8244459095528
"367",6.2956204379562,"2016-06-21","002438",10.8217243798874
"807",7.73869346733668,"2016-06-21","600456",10.8125990156127
"153",6.48148148148149,"2016-06-21","000868",10.7362878507433
"561",5.53549939831528,"2016-06-21","600006",10.7289769128114
"138",10.3717026378897,"2016-06-21","000820",10.6964810610615
"1058",5.37037037037037,"2016-06-21","601015",10.6485519134103
